台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
20060110	20060111		1	12005				
20060111	20060112		1	12005				
20060112	20060113		1	12005				
20060113	20060114		1	1005				
20060114	20060115	1	2					
20060115	20060116		1	12005				
20060116	20060117		1	1005				
20060117	20060118		1	1005				
20060118	20060119		1	12005				
20060119	20060120		1	12005				
20060120	20060121,20060122		1	12005				
20060121	20060123	1	2					
20060122	20060123	1	2					
20060123	20060124		1	12005				
20060124	20060125		1	12005				
20060125	20060126		1	12005				
20060126	20060127		1	12005				
20060127	20060128		1	12005				
20060128	20060129		1	12005				
20060129	20060130		1	3031				
20060130	20060131		1	3031				
20060131	20060132		1	3031				
20060132	20060133		1	3031				
20060133	20060134		1	1005				
20060134	20060135		1	12005				
20060135	20060136		1	12005				
20060136	20060137		1	12005				
20060137	20060138		1	12005				
20060138			1	1005				
20060201	20060202		1	12005				
20060202	20060203		1	12005				
20060203	20060204		1	12005				
20060204	20060205		1	12005				
20060205	20060206		1	12005				
20060206	20060207		1	12005				
20060207	20060208		1	12005				
20060208	20060209		1	12005				
20060209	20060210		1	12005				
20060210	20060211		1	1005				
20060211	20060212		1	1005				
20060212			1	1005				
20060401	20060402		1	12006				
20060402	20060403		1	12006				
20060403	20060404		1	12006				
20060404	20060405		1	1005				
20060405	20060406		1	1005				
20060406	20060407		1	12006				
20060407	20060408		1	12006				
20060408	20060409		1	1005				
20060409	20060410		1	12006				
20060410	20060411	1	2					
20060411	20060412		1	12006				
20060412	20060413		1	12006				
20060413	20060414		1	12006				
20060414	20060430		1	12006				
20060415	20060416		1	12006				
20060416	20060417		1	12006				
20060417	20060418		1	12006				
20060418	20060419		1	12006				
20060419	20060420		1	1005				
20060420	20060431		1	12006				
20060421	20060422		1	12006				
20060422	20060423		1	12006				
20060423	20060424		1	12006				
20060424	20060425		1	12006				
20060425	20060426		1	12006				
20060426	20060427		1	12006				
20060427	20060428		1	12006				
20060428	20060429		1	1005				
20060429			1	1005				
20060430	20060415		1	12006				
20060431	20060421		1	12006				
20060501	20060502		1	3031				
20060502	20060503		1	3031				
20060503	20060504		1	12005				
20060504	20060505		1	12007				
20060505	20060506		1	12007				
20060506	20060507		1	12007				
20060507	20060508		1	12005				
20060508	20060509		1	3031				
20060509	20060510		1	12007				
20060510	20060511		1	12007				
20060511	20060512		1	12005				
20060512	20060513		1	12007				
20060513	20060514		1	12007				
20060514	20060515		1	12005				
20060515	20060516		1	3031				
20060516	20060517		1	12005				
20060517	20060518		1	12005				
20060518	20060519		1	12005				
20060519	20060520		1	12005				
20060520	20060521	1	2					
20060521	20060522		1	1005				
20060522			1	1005				
20060601	20060602		1	1005				
20060602	20060603		1	1005				
20060603	20060604		1	1005				
20060604	20060605		1	3034				
20060605	20060606		1	3034				
20060606	20060607		1	3105				
20060607	20060608		1	3105				
20060608	20060609		1	3031				
20060609	20060610		1	3031				
20060610	20060611		1	1034				
20060611	20060612		1	1034				
20060612	20060613		1	3031				
20060613	20060614		1	1034				
20060614	20060615		1	1034				
20060615	20060616		1	1034				
20060616	20060617		1	1034				
20060617	20060618		1	12005				
20060618	20060619		1	1034				
20060619	20060620		1	1034				
20060620	20060621		1	1034				
20060621	20060622		1	1034				
20060622	20060623		1	3031				
20060623	20060624		1	1034				
20060624	20060625		1	1034				
20060625	20060626		1	1034				
20060626	20060627		1	1034				
20060627	20060628		1	1034				
20060628	20060629		1	3031				
20060629	20060630		1	3034				
20060630	20060631		1	3034				
20060631	20060632		1	12006				
20060632	20060633		1	1005				
20060633	20060634		1	1005				
20060634	20060635		1	3034				
20060635	20060636		1	3034				
20060636	20060637		1	12006				
20060637	20060638		1	12006				
20060638	20060639		1	12006				
20060639	20060640		1	12006				
20060640	20060641		1	12006				
20060641	20060642		1	3034				
20060642	20060643		1	3034				
20060643	20060644		1	3034				
20060644	20060645		1	12006				
20060645	20060646		1	3031				
20060646	20060647		1	3031				
20060647	20060648		1	3031				
20060648	20060649		1	12005				
20060649	20060650		1	3034				
20060650	20060651		1	12006				
20060651	20060652		1	12006				
20060652	20060653		1	12006				
20060653	20060654		1	12006				
20060654	20060655		1	3034				
20060655	20060656		1	3034				
20060656	20060671		1	3034				
20060657	20060658		1	3034				
20060658	20060672		1	12006				
20060659	20060660		1	12006				
20060660	20060661		1	1005				
20060661	20060662	1	2					
20060662	20060663		1	3105				
20060663	20060664		1	1034				
20060664	20060665		1	1034				
20060665	20060670		1	1034				
20060666	20060667	1	2					
20060667	20060668		1	1005				
20060668	20060669		1	1005				
20060669			1	1005				
20060670	20060666		1	1034				
20060671	20060657		1	3034				
20060672	20060659		1	12006				
20060701			1	12005				
20060801			1	3031				
20069901			1	1005				
20069902			1	1005				
20069903			1	1005				
20070101	20070102		1	1013				
20070102	20070103,20070104		1	1013				
20070103	20070105	1	2					
20070104	20070105	1	2					
20070105	20070106		1	1005				
20070106	20070107		1	1005				
20070107	20070108		1	1013				
20070108	20070109		1	1033				
20070109	20070110		1	1005				
20070110	20070111		1	1013				
20070111	20070112,20070113		1	1005				
20070112	20070114	1	2					
20070113	20070114	1	2					
20070114	20070115		1	1013				
20070115	20070116,20070117		1	1013				
20070116	20070118	1	2					
20070117	20070118	1	2					
20070118	20070119		1	1013				
20070119	20070120		1	1013				
20070120	20070121		1	1013				
20070121	20070122	1	2					
20070122	20070123		1	1013				
20070123	20070124	1	2					
20070124	20070125		1	1013				
20070125	20070126	1	2					
20070126	20070127		1	1013				
20070127	20070128		1	1033				
20070128	20070129		1	1013				
20070129			1	1013				
20070130			1	1013				
20070131			1	1013				
20070132			1	1013				
20070133			1	1013				
20070134			1	1013				
20070135			1	1013				
20070136			1	1013				
20070137			1	1013				
20070138			1	1013				
20070139			1	1013				
20070140			1	1013				
20070141			1	1013				
20070201	20070202		1	12008				
20070202	20070203		1	12008				
20070203	20070204		1	12008				
20070204	20070205		1	12011				
20070205	20070206		1	1005				
20070206	20070207	1	2					
20070207	20070208		1	1035				
20070208	20070209		1	1005				
20070209	20070210		1	1035				
20070210	20070211		1	1005				
20070211	20070212		1	1035				
20070212	20070213		1	1005				
20070213	20070214		1	1005				
20070214	20070215		1	1035				
20070215	20070216		1	12011				
20070216	20070217		1	12008				
20070217	20070218		1	1005				
20070218	20070219		1	1005				
20070219	20070220		1	12011				
20070220	20070221,20070222		1	1035				
20070221	20070223	1	2					
20070222	20070223	1	2					
20070223	20070224		1	1005				
20070224	20070225		1	1035				
20070225	20070226		1	1035				
20070226	20070227		1	12011				
20070227	20070228		1	1005				
20070228	20070229		1	1035				
20070229	20070230		1	1035				
20070230	20070231		1	1035				
20070231	20070232		1	12011				
20070232	20070233		1	1005				
20070233	20070234,20070235		1	1035				
20070234	20070236	1	2					
20070235	20070236	1	2					
20070236	20070237		1	1035				
20070237	20070238		1	1035				
20070238	20070239		1	1035				
20070239	20070240		1	1005				
20070240	20070241		1	1035				
20070241	20070242		1	1035				
20070242	20070243		1	1005				
20070243	20070244		1	1035				
20070244			1	1005				
20070301	20070302		1	1005				
20070302	20070303		1	1035				
20070303	20070304		1	1035				
20070304	20070305		1	1035				
20070305	20070306		1	1005				
20070306			1	1035				
20070401	20070402		1	1005				
20070402	20070403		1	1005				
20070403	20070404		1	12009				
20070404	20070405		1	12010				
20070405	20070406		1	12012				
20070406	20070407		1	1035				
20070407	20070408,20070409		1	1005				
20070408	20070410	1	2					
20070409	20070410	1	2					
20070410	20070411		1	1035				
20070411	20070412		1	1038				
20070412	20070413		1	12009				
20070413	20070414		1	12010				
20070414	20070415		1	1005				
20070415	20070416,20070417		1	1035				
20070416	20070418	1	2					
20070417	20070418	1	2					
20070418	20070419		1	1035				
20070419	20070420		1	1038				
20070420	20070421		1	1038				
20070421	20070422		1	12009				
20070422	20070423		1	1038				
20070423	20070424		1	12010				
20070424	20070425		1	1005				
20070425	20070426		1	1035				
20070426	20070427		1	1005				
20070427	20070428		1	1035				
20070428	20070429		1	1038				
20070429	20070430		1	1038				
20070430	20070431		1	12009				
20070431	20070432		1	1005				
20070432	20070433,20070434		1	1035				
20070433	20070435	1	2					
20070434	20070435	1	2					
20070435	20070436		1	1035				
20070436	20070437		1	1035				
20070437	20070438		1	1005				
20070438	20070439		1	12009				
20070439	20070440		1	12010				
20070440	20070441		1	12009				
20070441	20070442		1	1005				
20070442	20070443		1	1035				
20070443	20070444	1	2					
20070444	20070445	1	2					
20070445	20070446		1	1035				
20070446	20070447		1	1035				
20070447	20070448		1	12009				
20070448	20070449		1	1005				
20070449	20070450,20070451		1	1035				
20070450	20070452	1	2					
20070451	20070452	1	2					
20070452			1	1005				
20070501	20070502		1	1033				
20070502	20070503		1	1033				
20070503	20070504		1	1013				
20070504	20070505		1	1013				
20070505	20070506		1	1013				
20070506	20070507		1	1013				
20070507	20070508		1	1033				
20070508	20070509		1	1033				
20070509	20070510		1	1033				
20070510	20070511	1	2					
20070511	20070512		1	1005				
20070512	20070513		1	1013				
20070513	20070514		1	1013				
20070514	20070515		1	1013				
20070515	20070516		1	1033				
20070516	20070517		1	1033				
20070517	20070532		1	1033				
20070518	20070519		1	1013				
20070519	20070520		1	1033				
20070520	20070521		1	1013				
20070521	20070522		1	1013				
20070522	20070523		1	1013				
20070523	20070524		1	1033				
20070524	20070525		1	1033				
20070525	20070526		1	1005				
20070526	20070527		1	1033				
20070527	20070528		1	1033				
20070528	20070529		1	1033				
20070529	20070530		1	1033				
20070530	20070531		1	1005				
20070531			1	1005				
20070532	20070518		1	1033				
20070601	20070602		1	1005				
20070602	20070603		1	1033				
20070603	20070604		1	1013				
20070604			1	1005				
20070701	20070702		1	12012				
20070702	20070703		1	1035				
20070703	20070704		1	1005				
20070704	20070705		1	1005				
20070705	20070706	1	2					
20070706	20070707		1	1038				
20070707	20070708		1	1038				
20070708	20070709		1	1038				
20070709	20070710		1	1038				
20070710	20070711,20070712		1	1035				
20070711	20070713	1	2					
20070712	20070713	1	2					
20070713			1	1038				
20070801	20070802		1	1005				
20070802	20070803		1	12012				
20070803	20070804		1	1035				
20070804	20070805		1	12012				
20070805	20070806		1	1035				
20070806	20070807		1	1005				
20070807	20070808,20070809		1	1005				
20070808	20070810	1	2					
20070809	20070810	1	2					
20070810	20070811		1	1005				
20070811	20070812		1	1005				
20070812			1	1005				
20070901	20070902		1	1005				
20070902	20070903		1	1033				
20070903	20070904		1	1005				
20070904	20070905		1	1013				
20070905	20070906		1	1013				
20070906	20070907		1	1005				
20070907	20070908		1	1013				
20070908			1	1005				
20070909			1	1013				
20070910	20070911	1	2					
20070911	20070912		1	1013				
20070912	20070913		1	1013				
20070913			1	1013				
20070914	20070915	1	2					
20070915	20070916		1	1013				
20070916	20070917		1	1013				
20070917	20070918		1	1013				
20070918	20070919		1	1005				
20070919	20070920		1	1013				
20070920	20070921		1	1005				
20070921	20070922		1	1013				
20070922	20070923		1	1013				
20070923			1	1013				
20070924	20070925	1	2					
20070925	20070926		1	1013				
20070926	20070927		1	1013				
20070927			1	1013				
20070928	20070929	1	2					
20070929	20070930		1	1005				
20070930	20070931		1	1013				
20070931	20070932		1	1005				
20070932	20070933		1	1013				
20070933	20070934		1	1005				
20070934	20070935		1	1013				
20070935	20070936		1	1005				
20070936	20070937		1	1013				
20070937	20070938		1	1013				
20070938	20070939		1	1005				
20070939	20070940,20070941		1	1013				
20070940	20070942	1	2					
20070941	20070942	1	2					
20070942	20070943		1	1013				
20070943	20070944		1	1005				
20070944	20070945,20070946		1	1013				
20070945	20070947	1	2					
20070946	20070947	1	2					
20070947	20070948		1	1013				
20070948	20070949	1	2					
20070949	20070950		1	1013				
20070950			1	1013				
20071001	20071002	1	2					
20071002	20071003		1	1005				
20071003	20071004		1	1005				
20071004	20071005		1	1005				
20071005	20071006		1	1005				
20071006	20071007		1	1033				
20071007	20071008		1	1013				
20071008	20071009		1	1013				
20071009	20071010		1	1005				
20071010	20071011		1	1005				
20071011	20071012		1	1013				
20071012	20071013		1	1033				
20071013	20071014		1	1033				
20071014	20071015		1	1005				
20071015	20071016		1	1033				
20071016	20071017		1	1033				
20071017	20071018		1	1033				
20071018	20071019		1	1033				
20071019	20071020		1	1005				
20071020	20071021		1	1033				
20071021	20071022		1	1013				
20071022	20071023		1	1013				
20071023	20071024		1	1033				
20071024	20071025		1	1033				
20071025	20071026		1	1033				
20071026	20071027		1	1005				
20071027	20071028		1	1033				
20071028	20071029		1	1005				
20071029			1	1005				
20071101	20071102	1	2					
20071102	20071103		1	1005				
